county_fips,name,population,median_income,median_age,median_home_value,pct_poverty,pct_black,pct_hispanic,pct_renter
29123,"Madison County, Missouri",12649,54042,41.4,127300,12.06,1.14,2.58,21.65
29125,"Maries County, Missouri",8454,56491,45.2,197400,17.44,0.33,1.83,25.35
29127,"Marion County, Missouri",28525,62492,39.0,150900,14.16,5.45,0.44,31.13
29129,"Mercer County, Missouri",3517,55592,41.7,104800,14.93,0.34,2.99,20.67
29131,"Miller County, Missouri",24855,53490,41.1,164900,15.97,1.05,2.13,24.68
29133,"Mississippi County, Missouri",12305,40833,42.1,92600,23.65,24.14,1.12,40.09
29135,"Moniteau County, Missouri",15401,66792,37.6,162100,10.88,2.66,5.47,23.23
29137,"Monroe County, Missouri",8668,50245,45.8,136600,16.48,3.47,1.86,24.15
29139,"Montgomery County, Missouri",11421,58660,43.8,162200,14.81,1.66,2.12,25.67
29141,"Morgan County, Missouri",21169,48841,46.0,174500,19.72,0.35,2.53,20.18
29143,"New Madrid County, Missouri",16341,44092,41.8,93400,17.26,12.16,2.13,35.16
29145,"Newton County, Missouri",59019,60313,40.2,162900,14.9,0.91,5.88,25.69
29147,"Nodaway County, Missouri",21140,53917,33.5,157200,19.44,2.16,1.73,36.58
29149,"Oregon County, Missouri",8783,41365,44.7,115700,23.0,0.07,1.95,29.09
29151,"Osage County, Missouri",13374,70313,41.4,183000,7.65,0.16,1.0,16.82
29153,"Ozark County, Missouri",8688,39125,52.6,142600,22.47,0.6,2.07,20.77
29155,"Pemiscot County, Missouri",15555,37426,39.2,94900,29.25,26.17,3.11,43.75
29157,"Perry County, Missouri",18970,61486,41.4,179900,11.34,0.72,2.42,22.32
