pwsid,violation_id,facility_id,population_served_count,npm_candidate,pws_activity_code,pws_deactivation_date,primary_source_code,pop_cat_5_code,primacy_agency_code,epa_region,pws_type_code,violation_code,violation_category_code,is_health_based_ind,contaminant_code,compliance_status_code,viol_measure,unit_of_measure,state_mcl,is_major_viol_ind,severity_ind_cnt,compl_per_begin_date,compl_per_end_date,latest_enforcement_id,rtc_enforcement_id,rtc_date,public_notification_tier,originator_code,sample_result_id,corrective_action_id,rule_code,rule_group_code,rule_family_code
AZ0404073,369290,,0,N,N,2021-07-29 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-07-01 00:00:00,1989-09-30 00:00:00,,,2021-07-29 00:00:00,3,S,,,500,500,500
AZ0404073,6229793,,0,N,N,2021-07-29 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-10-31 00:00:00,1992-10-30 00:00:00,,,2021-07-29 00:00:00,3,S,,,500,500,500
AZ0404092,1382593,,0,N,N,2025-11-10 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1990-08-31 00:00:00,1993-08-30 00:00:00,,,2025-11-10 00:00:00,3,S,,,500,500,500
AZ0404325,268692,,0,N,N,2023-07-17 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-04-30 00:00:00,1992-04-29 00:00:00,,,2023-07-17 00:00:00,3,S,,,500,500,500
AZ0404325,394189,,0,N,N,2023-07-17 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-04-01 00:00:00,1989-06-30 00:00:00,,,2023-07-17 00:00:00,3,S,,,500,500,500
AZ0404358,150982,,93,N,N,2019-04-01 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1979-06-24 00:00:00,1982-06-23 00:00:00,,,2019-04-01 00:00:00,3,S,,,500,500,500
AZ0404358,2282389,,93,N,N,2019-04-01 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-04-01 00:00:00,1992-03-31 00:00:00,,,2019-04-01 00:00:00,3,S,,,500,500,500
AZ0407129,3535090,,0,N,N,2022-08-31 00:00:00,GWP,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-07-01 00:00:00,1989-09-30 00:00:00,,,2022-08-31 00:00:00,3,S,,,500,500,500
AZ0407286,612792,,22,N,N,2025-02-05 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-06-30 00:00:00,1992-06-29 00:00:00,,,2025-02-05 00:00:00,3,S,,,500,500,500
AZ0407359,181882,,0,N,N,2022-08-17 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1979-06-24 00:00:00,1982-06-23 00:00:00,,,2022-08-17 00:00:00,3,S,,,500,500,500
AZ0407364,3589688,,40,N,N,2019-01-04 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1987-10-01 00:00:00,1987-12-31 00:00:00,,,2019-01-04 00:00:00,3,S,,,500,500,500
AZ0407364,3591791,,40,N,N,2019-01-04 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1988-01-31 00:00:00,1991-01-30 00:00:00,,,2019-01-04 00:00:00,3,S,,,500,500,500
AZ0407379,488893,,100,N,N,2017-05-05 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1990-02-28 00:00:00,1993-02-27 00:00:00,,,2017-05-05 00:00:00,3,S,,,500,500,500
AZ0407479,1168793,,0,N,N,2022-02-24 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1990-02-28 00:00:00,1993-02-27 00:00:00,,,2022-02-24 00:00:00,3,S,,,500,500,500
AZ0407602,148783,,0,N,N,2016-02-16 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1981-04-01 00:00:00,1983-03-31 00:00:00,,,2016-02-16 00:00:00,3,S,,,500,500,500
AZ0407602,461992,,0,N,N,2016-02-16 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-07-31 00:00:00,1992-07-30 00:00:00,,,2016-02-16 00:00:00,3,S,,,500,500,500
AZ0407635,2079989,,5,N,N,2025-04-29 00:00:00,GW,1,AZ,9,NTNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1988-07-01 00:00:00,1988-09-30 00:00:00,,,2025-04-29 00:00:00,3,S,,,500,500,500
AZ0407701,2654591,,0,N,N,2022-08-17 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1988-09-30 00:00:00,1991-09-29 00:00:00,,,2022-08-17 00:00:00,3,S,,,500,500,500
AZ0408054,1618580,,0,N,N,2017-08-22 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,,,1979-06-24 00:00:00,1980-06-23 00:00:00,,,2017-08-22 00:00:00,3,S,,,500,500,500
AZ0408054,4065892,,0,N,N,2017-08-22 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-06-30 00:00:00,1992-06-29 00:00:00,,,2017-08-22 00:00:00,3,S,,,500,500,500
AZ0408359,197582,,0,N,N,2019-05-30 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1979-06-24 00:00:00,1982-06-23 00:00:00,,,2019-05-30 00:00:00,3,S,,,500,500,500
AZ0410194,278684,,1,N,N,2018-05-11 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1982-09-01 00:00:00,1984-08-31 00:00:00,,,2018-05-11 00:00:00,3,S,,,500,500,500
AZ0410197,2167388,,0,N,N,2024-03-08 00:00:00,GW,1,AZ,9,NTNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1987-10-01 00:00:00,1987-12-31 00:00:00,,,2024-03-08 00:00:00,3,S,,,500,500,500
AZ0410237,3100292,,100,N,I,2016-08-29 00:00:00,GW,1,AZ,9,NTNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-09-30 00:00:00,1992-09-29 00:00:00,,,2016-08-29 00:00:00,3,S,,,500,500,500
AZ0410237,3100292,,100,N,N,2023-09-07 00:00:00,GW,1,AZ,9,NTNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-09-30 00:00:00,1992-09-29 00:00:00,,,2023-09-07 00:00:00,3,S,,,500,500,500
AZ0411043,5317093,,0,N,N,2021-08-12 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-10-31 00:00:00,1992-10-30 00:00:00,,,2021-08-12 00:00:00,3,S,,,500,500,500
AZ0411086,2210389,,542,N,N,2021-09-23 00:00:00,GWP,2,AZ,9,NTNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1988-10-01 00:00:00,1988-12-31 00:00:00,,,2021-09-23 00:00:00,3,S,,,500,500,500
AZ0411107,3912392,,0,N,N,2023-02-09 00:00:00,GWP,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1988-11-30 00:00:00,1991-11-29 00:00:00,,,2023-02-09 00:00:00,3,S,,,500,500,500
AZ0411382,805888,,0,N,N,2024-03-18 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1987-10-01 00:00:00,1987-12-31 00:00:00,,,2024-03-18 00:00:00,3,S,,,500,500,500
AZ0411713,5789392,,0,N,N,2024-12-11 00:00:00,GWP,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-06-30 00:00:00,1992-06-29 00:00:00,,,2024-12-11 00:00:00,3,S,,,500,500,500
AZ0413090,2267990,,0,N,N,2024-05-24 00:00:00,GW,1,AZ,9,NTNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1987-10-01 00:00:00,1990-09-29 00:00:00,,,2024-05-24 00:00:00,3,S,,,500,500,500
AZ0413094,2293691,,0,N,N,2018-02-22 00:00:00,GW,1,AZ,9,NTNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1988-06-30 00:00:00,1991-06-29 00:00:00,,,2018-02-22 00:00:00,3,S,,,500,500,500
AZ0413099,209292,,4,N,N,2020-07-06 00:00:00,GW,1,AZ,9,NTNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-08-31 00:00:00,1992-08-30 00:00:00,,,2020-07-06 00:00:00,3,S,,,500,500,500
AZ0413099,2299589,,4,N,N,2020-07-06 00:00:00,GW,1,AZ,9,NTNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-04-01 00:00:00,1989-06-30 00:00:00,,,2020-07-06 00:00:00,3,S,,,500,500,500
AZ0413369,937289,,0,N,N,2016-01-25 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-01-01 00:00:00,1989-03-31 00:00:00,,,2016-01-25 00:00:00,3,S,,,500,500,500
AZ0413412,4481092,,0,N,N,2017-05-01 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-05-31 00:00:00,1992-05-30 00:00:00,,,2017-05-01 00:00:00,3,S,,,500,500,500
AZ0414009,274782,,0,N,N,2023-04-17 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1979-06-24 00:00:00,1982-06-23 00:00:00,,,2023-04-17 00:00:00,3,S,,,500,500,500
AZ0414018,1175092,,1,N,N,2025-08-05 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-04-30 00:00:00,1992-04-29 00:00:00,,,2025-08-05 00:00:00,3,S,,,500,500,500
AZ0414018,4848989,,1,N,N,2025-08-05 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-01-01 00:00:00,1989-03-31 00:00:00,,,2025-08-05 00:00:00,3,S,,,500,500,500
AZ0414390,1441281,,57,N,I,2017-02-09 00:00:00,SW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1980-06-24 00:00:00,1981-06-23 00:00:00,,,2017-02-09 00:00:00,3,S,,,500,500,500
AZ0414390,298082,,57,N,I,2017-02-09 00:00:00,SW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1981-06-25 00:00:00,1982-06-24 00:00:00,,,2017-02-09 00:00:00,3,S,,,500,500,500
AZ0414418,2391591,,0,N,N,2019-12-16 00:00:00,GW,1,AZ,9,NTNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1988-05-31 00:00:00,1991-05-30 00:00:00,,,2019-12-16 00:00:00,3,S,,,500,500,500
AZ0414448,307782,,0,N,N,2020-11-12 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1979-06-24 00:00:00,1982-06-23 00:00:00,,,2020-11-12 00:00:00,3,S,,,500,500,500
AZ0415013,5004389,,0,N,N,2022-04-22 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-01-01 00:00:00,1989-03-31 00:00:00,,,2022-04-22 00:00:00,3,S,,,500,500,500
AZ0415013,5004988,,0,N,N,2022-04-22 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1988-01-01 00:00:00,1988-03-31 00:00:00,,,2022-04-22 00:00:00,3,S,,,500,500,500
AZ0415060,1123790,,0,N,N,2022-07-25 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-07-01 00:00:00,1989-09-30 00:00:00,,,2022-07-25 00:00:00,3,S,,,500,500,500
AZ0415089,1144091,,2,N,N,2018-04-10 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1988-04-30 00:00:00,1991-04-29 00:00:00,,,2018-04-10 00:00:00,3,S,,,500,500,500
AZ0415376,1199790,,0,N,N,2018-07-31 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-10-01 00:00:00,1989-12-31 00:00:00,,,2018-07-31 00:00:00,3,S,,,500,500,500
AZ0415437,1561391,,0,N,N,2025-02-21 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1988-03-31 00:00:00,1991-03-30 00:00:00,,,2025-02-21 00:00:00,3,S,,,500,500,500
AZ0415441,5528692,,50,N,N,2024-10-08 00:00:00,GWP,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-04-30 00:00:00,1992-04-29 00:00:00,,,2024-10-08 00:00:00,3,S,,,500,500,500
AZ0415530,671492,,100,N,N,2017-02-28 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-01-31 00:00:00,1992-01-30 00:00:00,,,2017-02-28 00:00:00,3,S,,,500,500,500
AZ0420041,5088790,,0,N,N,2020-09-24 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-10-01 00:00:00,1989-12-31 00:00:00,,,2020-09-24 00:00:00,3,S,,,500,500,500
AZ0420068,320182,,0,N,N,2016-10-11 00:00:00,GWP,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1979-06-24 00:00:00,1982-06-23 00:00:00,,,2016-10-11 00:00:00,3,S,,,500,500,500
AZ0420068,5102690,,0,N,N,2016-10-11 00:00:00,GWP,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1987-09-01 00:00:00,1990-08-30 00:00:00,,,2016-10-11 00:00:00,3,S,,,500,500,500
AZ0420108,5103989,,0,N,N,2023-02-17 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-01-01 00:00:00,1989-03-31 00:00:00,,,2023-02-17 00:00:00,3,S,,,500,500,500
AZ0420167,1350191,,0,N,N,2016-02-12 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1987-11-01 00:00:00,1990-10-30 00:00:00,,,2016-02-12 00:00:00,3,S,,,500,500,500
AZ0420178,5132088,,22,N,N,2019-11-07 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1987-10-01 00:00:00,1987-12-31 00:00:00,,,2019-11-07 00:00:00,3,S,,,500,500,500
AZ0420178,5135791,,22,N,N,2019-11-07 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1988-04-30 00:00:00,1991-04-29 00:00:00,,,2019-11-07 00:00:00,3,S,,,500,500,500
AZ0420349,2504389,,0,N,N,2021-10-08 00:00:00,GW,1,AZ,9,NTNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1988-07-01 00:00:00,1988-09-30 00:00:00,,,2021-10-08 00:00:00,3,S,,,500,500,500
AZ0420451,1365788,,0,N,N,2024-03-04 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1988-01-01 00:00:00,1988-03-31 00:00:00,,,2024-03-04 00:00:00,3,S,,,500,500,500
AZ0420481,5167890,,20,N,N,2016-09-22 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-10-01 00:00:00,1989-12-31 00:00:00,,,2016-09-22 00:00:00,3,S,,,500,500,500
AZ0420562,1399491,,0,N,N,2021-09-23 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1988-06-30 00:00:00,1991-06-29 00:00:00,,,2021-09-23 00:00:00,3,S,,,500,500,500
AZ0420590,4691092,,0,N,N,2024-06-03 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-08-31 00:00:00,1992-08-30 00:00:00,,,2024-06-03 00:00:00,3,S,,,500,500,500
CA0400016,800215,,28,N,A,,GW,1,CA,9,CWS,63,TT,Y,1030,R,,,,,,2008-10-08 00:00:00,,1600679.0,1600679.0,2009-08-02 00:00:00,2,S,,,350,300,350
CA0400067,800045,,34,N,A,,GW,1,CA,9,NTNCWS,63,TT,Y,1030,R,,,,,,2008-11-17 00:00:00,,1500595.0,1500595.0,2009-08-13 00:00:00,2,S,,,350,300,350
CA0510003,9410003,,3836,N,A,,SW,3,CA,9,CWS,63,TT,Y,1030,R,,,,,,2013-06-01 00:00:00,,9710012.0,9710012.0,2019-07-17 00:00:00,2,S,,,350,300,350
CA0510011,10004,,686,N,A,,SWP,2,CA,9,CWS,63,TT,Y,1030,R,,,,,,2000-08-17 00:00:00,,310010.0,310010.0,2002-10-21 00:00:00,2,S,,,350,300,350
CA1700549,103006,,150,N,A,,GW,1,CA,9,CWS,3,MR,N,1030,K,,,,Y,,2022-07-01 00:00:00,2022-12-31 00:00:00,103011.0,,,3,S,,,500,500,500
CA1700549,103006,,150,N,A,,GW,1,CA,9,CWS,3,MR,N,1030,R,,,,Y,,2022-07-01 00:00:00,2022-12-31 00:00:00,103012.0,103012.0,2023-06-12 00:00:00,3,S,,,500,500,500
CA1700549,103006,,150,Y,A,,GW,1,CA,9,CWS,3,MR,N,1030,K,,,,Y,,2022-07-01 00:00:00,2022-12-31 00:00:00,103011.0,,,3,S,,,500,500,500
CA1900520,1700029,,71,N,A,,GW,1,CA,9,CWS,3,MR,N,1030,K,,,,N,,2019-01-01 00:00:00,2021-12-31 00:00:00,,,,3,S,,,500,500,500
CA1900707,7,,450,N,A,,GW,1,CA,9,NTNCWS,3,MR,N,1030,K,,,,N,,2019-01-01 00:00:00,2021-12-31 00:00:00,,,,3,S,,,500,500,500
CA1900751,2,,650,N,A,,GW,2,CA,9,NTNCWS,3,MR,N,1030,K,,,,N,,2019-01-01 00:00:00,2021-12-31 00:00:00,,,,3,S,,,500,500,500
CA1900843,1700010,,372,N,A,,GW,1,CA,9,CWS,3,MR,N,1030,K,,,,N,,2019-01-01 00:00:00,2021-12-31 00:00:00,,,,3,S,,,500,500,500
CA1900942,1600008,,175,N,A,,GW,1,CA,9,CWS,3,MR,N,1030,K,,,,N,,2019-01-01 00:00:00,2021-12-31 00:00:00,,,,3,S,,,500,500,500
CA2000602,1300004,41786.0,66,N,A,,GW,1,CA,9,NTNCWS,63,TT,Y,1030,R,,,,,,2015-01-01 00:00:00,,1302067.0,1302067.0,2018-01-23 00:00:00,2,S,,,350,300,350
CA2000602,1300004,41786.0,83,N,A,,GW,1,CA,9,NTNCWS,63,TT,Y,1030,R,,,,,,2015-01-01 00:00:00,,1302067.0,1302067.0,2018-01-23 00:00:00,2,S,,,350,300,350
CA2000602,1300004,,47,N,A,,GW,1,CA,9,NTNCWS,63,TT,Y,1030,R,,,,,,2015-01-01 00:00:00,,1302067.0,1302067.0,2018-01-23 00:00:00,2,S,,,350,300,350
CA2000602,1300004,,66,N,A,,GW,1,CA,9,NTNCWS,63,TT,Y,1030,R,,,,,,2015-01-01 00:00:00,,1302067.0,1302067.0,2018-01-23 00:00:00,2,S,,,350,300,350
CA2000612,1400036,41792.0,500,N,A,,GW,1,CA,9,NTNCWS,63,TT,Y,1030,R,,,,,,2015-01-01 00:00:00,,1602948.0,1602948.0,2019-08-06 00:00:00,2,S,,,350,300,350
CA2000612,1400036,,500,N,A,,GW,1,CA,9,NTNCWS,63,TT,Y,1030,R,,,,,,2015-01-01 00:00:00,,1602948.0,1602948.0,2019-08-06 00:00:00,2,S,,,350,300,350
CA2300606,9603018,,90,N,A,,GW,1,CA,9,CWS,3,MR,N,1030,K,,,,Y,,2022-07-01 00:00:00,2022-12-31 00:00:00,9603028.0,,,3,S,,,500,500,500
CA2300606,9603018,,90,Y,A,,GW,1,CA,9,CWS,3,MR,N,1030,K,,,,Y,,2022-07-01 00:00:00,2022-12-31 00:00:00,9603028.0,,,3,S,,,500,500,500
CA3110049,902003,,50,N,A,,GW,1,CA,9,CWS,63,TT,Y,1030,R,,,,,,2009-06-02 00:00:00,,9309011.0,9309011.0,2011-02-15 00:00:00,2,S,,,350,300,350
CA4200552,300063,49414.0,109,N,N,2017-03-02 00:00:00,GW,1,CA,9,CWS,3,MR,N,1030,I,,,,N,,2003-07-01 00:00:00,2003-08-31 00:00:00,300281.0,,2017-03-02 00:00:00,3,S,,,500,500,500
CA4200867,4,52177.0,40,N,A,,GW,1,CA,9,CWS,3,MR,N,1030,K,,,,Y,,2024-06-01 00:00:00,2024-09-30 00:00:00,13.0,,,3,S,,,500,500,500
CA4200867,4,52177.0,40,Y,A,,GW,1,CA,9,CWS,3,MR,N,1030,K,,,,Y,,2024-06-01 00:00:00,2024-09-30 00:00:00,13.0,,,3,S,,,500,500,500
CA4600012,702003,,82,N,A,,GW,1,CA,9,CWS,63,TT,Y,1030,R,,,,,,2007-08-21 00:00:00,,1102006.0,9502008.0,2010-05-12 00:00:00,2,S,,,350,300,350
CA4901345,1,,30,Y,A,,GW,1,CA,9,NTNCWS,63,TT,Y,1030,O,,,,,,2015-07-01 00:00:00,,,,,2,S,,,350,300,350
CO0145090,287,7077.0,254,Y,A,,GW,1,CO,8,CWS,3,MR,N,1030,K,,,,Y,,2023-07-01 00:00:00,2023-12-31 00:00:00,182.0,,,3,S,,,500,500,500
FL1034141,20230001670,,25,N,I,2023-06-28 00:00:00,GW,1,FL,4,NTNCWS,3,MR,N,1030,I,,,,Y,,2022-01-01 00:00:00,2022-12-31 00:00:00,,,2023-06-28 00:00:00,3,S,,,500,500,500
FL1324046,20200001826,,50,N,A,,GW,1,FL,4,NTNCWS,3,MR,N,1030,R,,,,Y,,2019-01-01 00:00:00,2019-12-31 00:00:00,561238.0,561238.0,2020-01-29 00:00:00,3,S,,,500,500,500
FL1370419,88V0006,,25,N,I,2024-01-25 00:00:00,GW,1,FL,4,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1984-10-01 00:00:00,1987-09-30 00:00:00,,,2024-01-25 00:00:00,3,S,,,500,500,500
FL2014164,20230014930,,250,N,A,,GW,1,FL,4,NTNCWS,2,MCL,Y,1030,K,0.0159,MG/L,,,,2023-07-01 00:00:00,2023-09-30 00:00:00,,,,2,S,,,500,500,500
FL2014164,20230014930,,250,N,A,,GW,1,FL,4,NTNCWS,2,MCL,Y,1030,R,0.0159,MG/L,,,,2023-07-01 00:00:00,2023-09-30 00:00:00,682338.0,682338.0,2024-04-01 00:00:00,2,S,,,500,500,500
FL2014164,20230014930,,250,Y,A,,GW,1,FL,4,NTNCWS,2,MCL,Y,1030,K,0.0159,MG/L,,,,2023-07-01 00:00:00,2023-09-30 00:00:00,,,,2,S,,,500,500,500
FL2014209,20170004255,,45,N,A,,GW,1,FL,4,NTNCWS,3,MR,N,1030,R,,,,Y,,2016-01-01 00:00:00,2016-12-31 00:00:00,473747.0,473747.0,2017-02-15 00:00:00,3,S,,,500,500,500
FL2014223,20200002327,,35,N,A,,GW,1,FL,4,NTNCWS,3,MR,N,1030,R,,,,Y,,2019-01-01 00:00:00,2019-12-31 00:00:00,550257.0,550257.0,2020-04-07 00:00:00,3,S,,,500,500,500
FL2024885,20200002274,,25,N,I,2021-06-22 00:00:00,GW,1,FL,4,NTNCWS,3,MR,N,1030,R,,,,Y,,2019-01-01 00:00:00,2019-12-31 00:00:00,548934.0,548934.0,2020-03-09 00:00:00,3,S,,,500,500,500
FL2024893,20220006789,,25,N,I,2022-02-03 00:00:00,GW,1,FL,4,CWS,3,MR,N,1030,I,,,,Y,,2021-01-01 00:00:00,2021-12-31 00:00:00,597632.0,,2022-02-03 00:00:00,3,S,,,500,500,500
FL2124303,0502391,,45,N,I,2020-04-21 00:00:00,GW,1,FL,4,NTNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,2002-01-01 00:00:00,2004-12-31 00:00:00,,,2020-04-21 00:00:00,3,S,,,500,500,500
FL2124303,20050002391,,45,N,I,2020-04-21 00:00:00,GW,1,FL,4,NTNCWS,3,MR,N,1030,I,,,,Y,,2002-01-01 00:00:00,2004-12-31 00:00:00,,,2020-04-21 00:00:00,3,S,,,500,500,500
FL2124409,20160001999,,63,N,A,,GW,1,FL,4,CWS,3,MR,N,1030,R,,,,Y,,2015-01-01 00:00:00,2015-12-31 00:00:00,483490.0,483490.0,2017-08-21 00:00:00,3,S,,,500,500,500
FL2160174,20200002095,,226,N,A,,GW,1,FL,4,NTNCWS,3,MR,N,1030,R,,,,Y,,2019-01-01 00:00:00,2019-12-31 00:00:00,548369.0,548369.0,2020-02-20 00:00:00,3,S,,,500,500,500
FL2160906,90V0020,,150,N,I,2017-09-14 00:00:00,GW,1,FL,4,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1987-09-01 00:00:00,1990-08-31 00:00:00,88000.0,,2017-09-14 00:00:00,3,S,,,500,500,500
FL2164352,20170004058,,275,N,A,,GW,1,FL,4,NTNCWS,3,MR,N,1030,R,,,,Y,,2016-01-01 00:00:00,2016-12-31 00:00:00,481370.0,481370.0,2017-07-26 00:00:00,3,S,,,500,500,500
FL2164602,20200002484,,86,N,A,,GW,1,FL,4,NTNCWS,3,MR,N,1030,R,,,,Y,,2019-01-01 00:00:00,2019-12-31 00:00:00,558790.0,558790.0,2020-04-03 00:00:00,3,S,,,500,500,500
FL2164645,20140001901,,318,N,A,,GW,1,FL,4,NTNCWS,3,MR,N,1030,R,,,,Y,,2013-01-01 00:00:00,2013-12-31 00:00:00,530733.0,530733.0,2017-07-02 00:00:00,3,S,,,500,500,500
FL2341185,20230002623,,120,N,A,,GW,1,FL,4,NTNCWS,3,MR,N,1030,K,,,,Y,,2022-01-01 00:00:00,2022-12-31 00:00:00,653190.0,,,3,S,,,500,500,500
FL2341185,20230002623,,120,N,A,,GW,1,FL,4,NTNCWS,3,MR,N,1030,K,,,,Y,,2022-01-01 00:00:00,2022-12-31 00:00:00,687024.0,,,3,S,,,500,500,500
FL2341185,20230002623,,120,N,A,,GW,1,FL,4,NTNCWS,3,MR,N,1030,R,,,,Y,,2022-01-01 00:00:00,2022-12-31 00:00:00,691414.0,691414.0,2025-09-11 00:00:00,3,S,,,500,500,500
FL2381478,20230002175,,25,N,A,,GW,1,FL,4,NTNCWS,3,MR,N,1030,R,,,,Y,,2022-01-01 00:00:00,2022-12-31 00:00:00,649153.0,649153.0,2024-05-17 00:00:00,3,S,,,500,500,500
FL2381478,20230002175,,26,N,A,,GW,1,FL,4,NTNCWS,3,MR,N,1030,R,,,,Y,,2022-01-01 00:00:00,2022-12-31 00:00:00,649153.0,649153.0,2024-05-17 00:00:00,3,S,,,500,500,500
FL2401303,20170004149,,183,N,A,,GW,1,FL,4,NTNCWS,3,MR,N,1030,R,,,,Y,,2016-01-01 00:00:00,2016-12-31 00:00:00,486667.0,486667.0,2017-10-12 00:00:00,3,S,,,500,500,500
FL2451323,88V0006,,52,N,I,2022-10-01 00:00:00,GW,1,FL,4,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1985-03-01 00:00:00,1988-02-29 00:00:00,8700000.0,,2022-10-01 00:00:00,3,S,,,500,500,500
FL2454343,20200002282,,130,N,A,,GW,1,FL,4,NTNCWS,3,MR,N,1030,R,,,,Y,,2019-01-01 00:00:00,2019-12-31 00:00:00,573510.0,573510.0,2020-09-25 00:00:00,3,S,,,500,500,500
FL2454343,20200002282,,221,N,A,,GW,1,FL,4,NTNCWS,3,MR,N,1030,R,,,,Y,,2019-01-01 00:00:00,2019-12-31 00:00:00,573510.0,573510.0,2020-09-25 00:00:00,3,S,,,500,500,500
